0,-4.937628
1,75.828232
2,81.599129
3,84.860809
4,91.279869
5,90.944176
6,95.556786
7,95.490677
8,101.971527
9,102.683594
10,93.821419
11,90.664268
12,95.226219
13,93.783119
14,93.009369
15,92.105415
16,92.779442
17,87.489136
18,90.519310
19,88.812454
20,85.156746
21,87.961815
22,84.160713
23,84.181381
24,99.349960
25,81.288300
26,88.094078
27,96.740585
28,91.917191
29,97.687279
30,99.398285
31,92.515114
32,99.006920
33,94.057152
34,96.516197
35,97.753235
36,96.113075
37,96.059814
38,94.124794
39,96.941406
40,93.875755
41,91.918755
42,95.402954
43,91.694084
44,88.440384
45,94.023178
46,92.168564
47,93.025673
48,86.646629
49,85.365158
50,77.014801
51,74.614754
52,68.670052
53,65.613007
54,57.623398
55,67.458099
56,60.960926
57,56.105240
58,58.359261
59,51.839680
60,51.184532
61,45.716534
62,52.056458
63,43.323608
64,42.172348
65,39.725063
66,36.529556
67,41.050987
68,34.852863
69,38.544460
70,36.279068
71,36.435089
72,35.127514
73,31.270002
74,33.571457
75,29.091404
76,29.094889
77,30.075472
78,28.255896
79,27.606024
80,24.352064
81,24.912912
82,23.492306
83,22.903664
84,17.407377
85,22.507711
86,15.917498
87,17.131264
88,16.327560
89,13.972681
90,17.770218
91,14.409698
92,10.165492
93,12.791669
94,5.518409
95,6.565697
96,7.019203
97,2.854697
98,4.413184
99,1.541634
100,-2.335408
101,-3.672624
102,-6.503921
103,-0.921533
104,-5.796422
105,-4.302884
106,-4.490804
107,-4.458971
108,-8.647582
109,-8.954332
110,-9.183430
111,-9.466825
112,-12.750375
113,-14.188512
1115,-15.507646
116,-16.874414
117,-17.879692
118,-19.378473
119,-21.577311
120,-21.106653
121,-23.717541
122,-22.202620
123,-24.685701
124,-24.658627
125,-26.670431
126,-27.966284
127,-28.183338
128,-30.242113
129,-31.979431
130,-33.975128
131,-33.649593
132,-35.321648
133,-37.810547
134,-39.354225
135,-41.737263
136,-41.829395
137,-38.749554
138,-36.190067
139,-43.051254
140,-44.637550
141,-47.573311
142,-46.763424
143,-48.853043
144,-51.251091
145,-52.947571
146,-54.885387
147,-56.379597
148,-56.143398
149,-60.808578
150,-57.418388
151,-64.234688
152,-65.410507
153,-63.914043
154,-66.509743
155,-70.106895
156,-66.967918
157,-71.343803
158,-70.725998
159,-74.680656
160,-75.272278
161,-75.453308
162,-80.054062
163,-75.855087
164,-80.360657
165,-79.207024
166,-77.763206
167,-80.497589
168,-82.221306
169,-81.383614
170,-81.905899
171,-85.262627
172,-84.889526
173,-86.348724
174,-86.047279
175,-88.939049
176,-90.272148
177,-87.364883
178,-93.003357
179,-90.627693
180,-93.435608
181,-92.663452
182,-95.639046
183,-95.498566
184,-97.452820
185,-93.688324
186,-100.270607
187,-99.542473
188,-94.979973
189 190,-96.154663
191,-100.960274
192,-103.998650
193,-100.767334
194,-105.666695
195,-95.707619
196,-108.713722
197,-93.671333
198,-108.878868
199,-98.659874
200,-108.445915
201,-103.918823
202,-102.705421
203,-105.429344
204,-102.356339
205,-103.106415
206,-102.126740
207,-101.573738
208,-103.129234
209,-102.442993
210,-102.566772
211,-100.955261
212,-103.524521
213,-102.008209
214,-103.266159
215,-102.215752
216,-101.926369
217,-103.077187
218,-102.772614
219,-100.010796
220,-103.369568
221,-99.763016
222,-102.640846
223,-99.276535

